date,index,ratio,odds,hcount,before,after,
2017/8/20,2,0.125,6.0,15,930204,116216,
2017/8/20,3,0.028,19.9,13,116216,3255,
2017/8/20,4,0.200,5.7,18,3255,651,
2017/8/20,5,0.089,9.6,15,651,58,
2017/8/27,1,0.208,4.9,12,5399762,1125239,
2017/8/27,2,0.041,21.2,13,1125239,45966,
2017/8/27,3,0.122,7.2,15,45966,5614,
2017/8/27,4,0.129,7.7,14,5614,725,
2017/8/27,5,0.062,11.8,15,725,45,
2017/9/3,1,0.169,5.2,14,5452997,922131,
2017/9/3,2,0.148,7.0,18,922131,136862,
2017/9/3,3,0.070,12.0,17,136862,9592,
2017/9/3,4,0.018,51.4,14,9592,171,
2017/9/3,5,0.053,13.4,18,171,9,
2017/9/10,1,0.281,3.1,9,4992322,1400433,
2017/9/10,2,0.189,4.1,8,1400433,264795,
2017/9/10,3,0.328,2.2,16,264795,86767,
2017/9/10,4,0.314,3.1,14,86767,27205,
2017/9/10,5,0.320,3.0,15,27205,8697,
2017/9/17,1,0.067,15.9,17,4576738,307491,
2017/9/17,2,0.229,3.5,11,307491,70473,
2017/9/17,3,0.041,19.2,15,70473,2889,
2017/9/17,4,0.017,26.4,18,2889,50,
2017/9/17,5,0.160,5.2,16,50,8,
2017/9/18,1,0.207,3.8,12,4555650,942746,
2017/9/18,2,0.321,2.3,12,942746,302879,
2017/9/18,3,0.281,2.8,14,302879,85053,
2017/9/18,4,0.262,2.8,12,85053,22269,
2017/9/18,5,0.141,6.1,15,22269,3145,
2017/9/24,1,0.196,4.6,8,5707988,1119767,
2017/9/24,2,0.149,6.8,14,1119767,166881,
2017/9/24,3,0.057,12.3,9,166881,9523,
2017/9/24,4,0.268,2.2,14,9523,2551,
2017/9/24,5,0.077,7.8,17,2551,196,
2017/10/1,1,0.396,2.1,9,5730505,2271504,
2017/10/1,2,0.588,1.4,14,2271504,1335028,
2017/10/1,3,0.057,15.0,16,1335028,76072,
2017/10/1,4,0.017,32.5,13,76072,1312,
2017/10/1,5,0.213,3.2,16,1312,279,
2017/10/8,1,0.063,14.3,12,5435328,342000,
2017/10/8,2,0.188,5.8,13,342000,64396,
2017/10/8,3,0.223,4.4,16,64396,14334,
2017/10/8,4,0.337,2.3,13,14334,4827,
2017/10/8,5,0.147,5.8,12,4827,709,
2017/10/9,1,0.014,39.2,11,4792226,66447,
2017/10/9,2,0.076,10.6,8,66447,5031,
2017/10/9,3,0.099,10.6,12,5031,499,
2017/10/9,4,0.094,8.6,15,499,47,
2017/10/9,5,0.128,3.3,16,47,6,
2017/10/15,1,0.228,3.9,16,5483368,1251478,
2017/10/15,2,0.102,6.8,16,1251478,128157,
2017/10/15,3,0.267,2.9,14,128157,34201,
2017/10/15,4,0.312,3.1,12,34201,10671,
2017/10/15,5,0.170,6.3,18,10671,1817,
2017/10/22,1,0.237,3.1,8,5614532,1333443,
2017/10/22,2,0.176,4.3,16,1333443,234432,
2017/10/22,3,0.089,9.2,15,234432,20846,
2017/10/22,4,0.074,11.5,16,20846,1542,
2017/10/22,5,0.224,4.5,18,1542,346,
2017/10/29,1,0.045,16.3,16,5875606,262633,
2017/10/29,2,0.037,22.0,12,262633,9779,
2017/10/29,3,0.144,5.2,18,9779,1405,
2017/10/29,4,0.125,7.7,12,1405,176,
2017/10/29,5,0.233,3.1,18,176,41,
2017/11/3,1,0.270,3.4,13,3008360,811790,
2017/11/3,2,0.079,11.1,16,811790,63878,
2017/11/3,3,0.147,6.2,16,63878,9412,
2017/11/3,4,0.058,18.1,16,9412,542,
2017/11/3,5,0.089,7.6,13,542,48,
2017/11/5,1,0.099,9.7,18,5592913,553924,
2017/11/5,2,0.068,7.1,12,553924,37807,
2017/11/5,3,0.659,1.4,7,37807,24899,
2017/11/5,4,0.368,2.0,16,24899,9162,
2017/11/5,5,0.335,3.1,15,9162,3071,
2017/11/12,1,0.059,12.4,18,5367150,314373,
2017/11/12,2,0.007,124.9,12,314373,2352,
2017/11/12,3,0.134,5.4,15,2352,315,
2017/11/12,4,0.108,8.4,15,315,34,
2017/11/12,5,0.088,7.7,18,34,3,
2017/11/19,1,0.238,3.4,16,5154251,1225363,
2017/11/19,2,0.035,16.0,14,1225363,42995,
2017/11/19,3,0.110,6.9,14,42995,4750,
2017/11/19,4,0.289,3.1,16,4750,1373,
2017/11/19,5,0.068,8.8,18,1373,94,
2017/11/26,1,0.146,6.2,16,6318786,919617,
2017/11/26,2,0.300,1.9,15,919617,275834,
2017/11/26,3,0.046,10.3,10,275834,12702,
2017/11/26,4,0.201,4.6,13,12702,2556,
2017/11/26,5,0.066,13.3,17,2556,168,
2017/12/3,1,0.255,2.6,18,5901390,1503427,
2017/12/3,2,0.583,1.7,14,1503427,877185,
2017/12/3,3,0.126,7.1,12,877185,110205,
2017/12/3,4,0.066,13.0,15,110205,7239,
2017/12/3,5,0.075,9.4,11,7239,542,
2017/12/10,1,0.404,2.3,7,6126816,2473258,
2017/12/10,2,0.028,23.0,11,2473258,69092,
2017/12/10,3,0.148,6.6,16,69092,10194,
2017/12/10,4,0.204,3.6,13,10194,2077,
2017/12/10,5,0.294,4.1,18,2077,611,
2017/12/17,1,0.171,5.2,18,6503228,1112009,
2017/12/17,2,0.212,4.4,17,1112009,235196,
2017/12/17,3,0.074,8.5,12,235196,17373,
2017/12/17,4,0.194,6.2,16,17373,3373,
2017/12/17,5,0.409,2.3,16,3373,1380,
2017/12/24,1,0.119,6.5,14,9130200,1090956,
2017/12/24,2,0.302,3.3,9,1090956,329094,
2017/12/24,3,0.130,8.4,16,329094,42756,
2017/12/24,4,0.004,54.4,10,42756,156,
2017/12/24,5,0.256,1.9,16,156,40,
2017/12/28,1,0.150,5.5,13,6481304,973301,
2017/12/28,2,0.202,4.2,16,973301,196380,
2017/12/28,3,0.170,5.9,16,196380,33480,
2017/12/28,4,0.143,6.7,16,33480,4775,
2017/12/28,5,0.027,15.6,15,4775,130,
2018/1/6,1,0.037,18.3,8,5045962,185461,
2018/1/6,2,0.504,1.6,8,185461,93453,
2018/1/6,3,0.231,3.6,10,93453,21567,
2018/1/6,4,0.211,2.5,17,21567,4552,
2018/1/6,5,0.089,6.4,13,4552,407,
2018/1/7,1,0.220,4.3,14,5779810,1274236,
2018/1/7,2,0.081,9.8,16,1274236,102741,
2018/1/7,3,0.234,4.1,9,102741,24008,
2018/1/7,4,0.152,4.6,16,24008,3656,
2018/1/7,5,0.037,17.0,9,3656,136,
2018/1/8,1,0.153,5.3,11,6119714,935613,
2018/1/8,2,0.416,1.8,9,935613,388944,
2018/1/8,3,0.082,8.6,16,388944,31972,
2018/1/8,4,0.432,1.9,9,31972,13816,
2018/1/8,5,0.276,2.9,11,13816,3817,
2018/1/14,1,0.426,2.0,10,6350768,2707975,
2018/1/14,2,0.178,4.1,9,2707975,481704,
2018/1/14,3,0.063,9.6,18,481704,30344,
2018/1/14,4,0.219,3.5,15,30344,6636,
2018/1/14,5,0.221,3.7,12,6636,1465,
2018/1/21,1,0.068,9.6,13,7414649,507239,
2018/1/21,2,0.069,12.1,15,507239,34928,
2018/1/21,3,0.673,1.3,16,34928,23497,
2018/1/21,4,0.127,7.6,11,23497,2988,
2018/1/21,5,0.240,3.9,11,2988,718,
2018/1/28,1,0.222,3.5,11,6566920,1458701,
2018/1/28,2,0.158,4.8,10,1458701,230140,
2018/1/28,3,0.168,4.3,11,230140,38604,
2018/1/28,4,0.135,7.7,18,38604,5222,
2018/1/28,5,0.050,10.5,13,5222,263,
2018/2/4,1,0.190,3.3,14,6597868,1251616,
2018/2/4,2,0.279,3.1,10,1251616,349781,
2018/2/4,3,0.023,22.6,16,349781,7956,
2018/2/4,4,0.073,6.9,10,7956,581,
2018/2/4,5,0.145,5.5,16,581,84,
2018/2/11,1,0.171,4.1,16,7029196,1203206,
2018/2/11,2,0.265,2.8,9,1203206,318740,
2018/2/11,3,0.104,9.7,16,318740,33176,
2018/2/11,4,0.061,10.5,10,33176,2029,
2018/2/11,5,0.055,13.6,12,2029,112,
2018/2/18,1,0.187,4.5,7,6889805,1288289,
2018/2/18,2,0.143,5.8,11,1288289,184165,
2018/2/18,3,0.264,2.3,15,184165,48668,
2018/2/18,4,0.020,22.8,15,48668,966,
2018/2/18,5,0.100,10.7,16,966,97,
2018/2/25,1,0.081,10.6,16,6802568,549681,
2018/2/25,2,0.218,3.4,10,549681,119566,
2018/2/25,3,0.157,6.0,11,119566,18717,
2018/2/25,4,0.034,16.8,18,18717,645,
2018/2/25,5,0.157,5.3,10,645,101,
2018/3/4,1,0.283,2.9,10,7832857,2213676,
2018/3/4,2,0.253,3.6,16,2213676,559603,
2018/3/4,3,0.039,14.1,14,559603,21934,
2018/3/4,4,0.175,5.1,12,21934,3845,
2018/3/4,5,0.444,1.8,10,3845,1707,
